ticker,exchange,currency,name,country,isin
SJ,NASDAQ,USD,Scienjoy Holding Corp,USA,VGG7864D1125
SJM,NYSE,USD,JM Smucker Company,USA,US8326964058
SJT,NYSE,USD,San Juan Basin Royalty Trust,USA,US7982411057
SJW,NYSE,USD,SJW Corporation,USA,US7843051043
SKE,NYSE,USD,Skeena Resources Ltd,USA,CA83056P7157
SKGR,NASDAQ,USD,SK Growth Opportunities Corporation,USA,
SKGRW,NASDAQ,USD,SK Growth Opportunities Corporation,USA,
SKIL,NYSE,USD,Skillsoft Corp.,USA,US83066P2002
SKIN,NASDAQ,USD,Beauty Health Co,USA,US88331L1089
SKLZ,NYSE,USD,Skillz Platform Inc,USA,US83067L2088
SKM,NYSE,USD,SK Telecom Co Ltd ADR,USA,US78440P3064
SKT,NYSE,USD,Tanger Factory Outlet Centers Inc,USA,US8754651060
SKWD,NASDAQ,USD,Skyward Specialty Insurance Group Inc. Common Stock,USA,
SKX,NYSE,USD,Skechers USA Inc,USA,US8305661055
SKY,NYSE,USD,Skyline Corporation,USA,US8308301055
SKYH,NYSE MKT,USD,Sky Harbour Group Corp,USA,US83085C1071
SKYT,NASDAQ,USD,Skywater Technology Inc,USA,US83089J1088
SKYW,NASDAQ,USD,SkyWest Inc,USA,US8308791024
SKYX,NASDAQ,USD,SKYX Platforms Corp,USA,US78471E1055
SLAB,NASDAQ,USD,Silicon Laboratories Inc,USA,US8269191024
SLAC,NASDAQ,USD,Social Leverage Acquisition Corp I Class A Common Stock,USA,US83363K1025
SLACU,NASDAQ,USD,Social Leverage Acquisition Corp I,USA,
SLACW,NASDAQ,USD,Social Leverage Acquisition Corp I,USA,
SLAM,NASDAQ,USD,Slam Corp,USA,KYG8210L1059
SLAMU,NASDAQ,USD,Slam Corp,USA,KYG8210L1133
SLAMW,NASDAQ,USD,Slam Corp,USA,
SLB,NYSE,USD,Schlumberger NV,USA,AN8068571086
SLCA,NYSE,USD,US Silica Holdings Inc,USA,US90346E1038
SLDB,NASDAQ,USD,Solid Biosciences LLC,USA,US83422E1055
SLDP,NASDAQ,USD,Solid Power Inc,USA,US83422N1054
SLDPW,NASDAQ,USD,Solid Power Inc,USA,
SLF,NYSE,USD,Sun Life Financial Inc.,USA,CA8667961053
SLG,NYSE,USD,SL Green Realty Corp,USA,US78440X8873
SLGC,NASDAQ,USD,Somalogic Inc,USA,US83444K1051
SLGCW,NASDAQ,USD,SomaLogic Inc,USA,
SLGL,NASDAQ,USD,Sol Gel Technologies Ltd,USA,IL0011417206
SLGN,NYSE,USD,Silgan Holdings Inc,USA,US8270481091
SLI,NYSE MKT,USD,Standard Lithium Ltd,USA,CA8536061010
SLM,NASDAQ,USD,SLM Corp,USA,US78442P1066
SLMBP,NASDAQ,USD,SLM Corp Pb Pref,USA,US78442P5026
SLN,NASDAQ,USD,Silence Therapeutics PLC,USA,US82686Q1013
SLNA,NASDAQ,USD,Selina Hospitality PLC Ordinary Shares,USA,
SLNAW,NASDAQ,USD,Selina Hospitality PLC Warrant,USA,
SLND,NASDAQ,USD,Southland Holdings Inc.,USA,
SLNG,NASDAQ,USD,Stabilis Solutions Inc,USA,US85236P1012
SLNH,NASDAQ,USD,Soluna Holdings Inc,USA,US5835431033
SLNHP,NASDAQ,USD,Soluna Holdings Inc Preferred Series A,USA,US5835432023
SLNO,NASDAQ,USD,Soleno Therapeutics Inc,USA,US8342032005
SLP,NASDAQ,USD,Simulations Plus Inc,USA,US8292141053
SLQT,NYSE,USD,Selectquote Inc,USA,US8163073005
SLRC,NASDAQ,USD,SLR Investment Corp,USA,US83413U1007
SLRN,NASDAQ,USD,ACELYRIN INC. Common Stock,USA,
SLRX,NASDAQ,USD,Salarius Pharmaceuticals Inc,USA,US79400X1072
SLS,NASDAQ,USD,Sellas Life Sciences Group Inc,USA,US81642T2096
SLVM,NYSE,USD,Sylvamo Corp,USA,US8713321029
SLVR,NASDAQ,USD,SILVERspac Inc,USA,KYG8136V1041
SLVRW,NASDAQ,USD,SilverSPAC Inc. Warrant,USA,
SM,NYSE,USD,SM Energy Co,USA,US78454L1008
SMAP,NASDAQ,USD,Sportsmap Tech Acquisition Corp,USA,US84921J1088
SMAPW,NASDAQ,USD,SportsMap Tech Acquisition Corp. Warrants,USA,
SMAR,NYSE,USD,Smartsheet Inc,USA,US83200N1037
SMBC,NASDAQ,USD,Southern Missouri Bancorp Inc,USA,US8433801060
SMBK,NASDAQ,USD,SmartFinancial Inc,USA,US83190L2088
SMCI,NASDAQ,USD,Super Micro Computer Inc,USA,US86800U1043
SMFG,NYSE,USD,Sumitomo Mitsui Financial Group Inc,USA,US86562M2098
SMFL,NASDAQ,USD,Smart for Life Inc,USA,US83204U1034
SMG,NYSE,USD,Scotts Miracle-Gro Company,USA,US8101861065
SMHI,NYSE,USD,SEACOR Marine Holdings Inc,USA,US78413P1012
SMID,NASDAQ,USD,Smith-Midland Corp,USA,US8321561032
SMLP,NYSE,USD,Summit Midstream Partners LP,USA,US8661424098
SMLR,NASDAQ,USD,Semler Scientific Inc,USA,US81684M1045
SMMF,NASDAQ,USD,Summit Financial Group Inc,USA,US86606G1013
SMMT,NASDAQ,USD,Summit Therapeutics PLC,USA,US86627T1088
SMP,NYSE,USD,Standard Motor Products Inc,USA,US8536661056
SMPL,NASDAQ,USD,Simply Good Foods Co,USA,US82900L1026
SMR,NYSE,USD,Nuscale Power Corp,USA,US67079K1007
SMRT,NYSE,USD,SmartRent Inc,USA,US83193G1076
SMSI,NASDAQ,USD,Smith Micro Software Inc,USA,US8321542073
SMTC,NASDAQ,USD,Semtech Corporation,USA,US8168501018
SMTI,NASDAQ,USD,Sanara Medtech Inc,USA,US79957L1008
SMWB,NYSE,USD,SimilarWeb Ltd,USA,IL0011751653
SMX,NASDAQ,USD,SMX (Security Matters) Public Limited Company,USA,
SMXWW,NASDAQ,USD,SMX (Security Matters) Public Limited Company Warrant,USA,
SN,NYSE,USD,"SharkNinja, Inc.",USA,US7997OY1051
SNA,NYSE,USD,Snap-On Inc,USA,US8330341012
SNAL,NASDAQ,USD,Snail Inc. Class A Common Stock,USA,
SNAP,NYSE,USD,Snap Inc,USA,US83304A1060
SNAX,NASDAQ,USD,Stryve Foods Inc,USA,US8636851037
SNAXW,NASDAQ,USD,Stryve Foods Inc,USA,
SNBR,NASDAQ,USD,Sleep Number Corp,USA,US83125X1037
SNCE,NASDAQ,USD,Science 37 Holdings Inc,USA,US8086441081
SNCR,NASDAQ,USD,Synchronoss Technologies Inc,USA,US87157B1035
SNCRL,NASDAQ,USD,Synchronoss Technologies Inc. 8.375% Senior Notes due 2026,USA,
SNCY,NASDAQ,USD,Sun Country Airlines Holdings Inc,USA,US8666831057
SND,NASDAQ,USD,Smart Sand Inc,USA,US83191H1077
SNDA,NYSE,USD,Sonida Senior Living Inc,USA,US1404752032
SNDL,NASDAQ,USD,SNDL Inc.,USA,CA83307B1013
SNDR,NYSE,USD,Schneider National Inc,USA,US80689H1023
SNDX,NASDAQ,USD,Syndax Pharmaceuticals Inc,USA,US87164F1057
SNES,NASDAQ,USD,SenesTech Inc,USA,US81720R2085
SNEX,NASDAQ,USD,Stonex Group Inc,USA,US8618961085
SNFCA,NASDAQ,USD,Security National Financial,USA,US8147853092
SNGX,NASDAQ,USD,Soligenix Inc,USA,US8342233074
SNN,NYSE,USD,Smith & Nephew SNATS Inc,USA,US83175M2052
SNOA,NASDAQ,USD,Sonoma Pharmaceuticals Inc,USA,US83558L2043
SNOW,NYSE,USD,Snowflake Inc.,USA,US8334451098
SNPO,NASDAQ,USD,Snap One Holdings Corp,USA,US83303Y1055
SNPS,NASDAQ,USD,Synopsys Inc,USA,US8716071076
SNPX,NASDAQ,USD,Synaptogenix Inc,USA,US87167T2015
SNRH,NASDAQ,USD,Senior Connect Acquisition Corp I,USA,US81723H1086
SNRHU,NASDAQ,USD,Senior Connect Acquisition Corp I,USA,US81723H2076
SNSE,NASDAQ,USD,Sensei Biotherapeutics Inc,USA,US81728A1088
SNT,NASDAQ,USD,Senstar Technologies Ltd,USA,IL0010829161
SNTG,NASDAQ,USD,Sentage Holdings Inc,USA,KYG8062B1068
SNTI,NASDAQ,USD,Senti Biosciences Inc,USA,US81726A1007
SNV,NYSE,USD,Synovus Financial Corp,USA,US87161C5013
SNX,NYSE,USD,Synnex Corporation,USA,US87162W1009
SNY,NASDAQ,USD,Sanofi ADR,USA,US80105N1054
SO,NYSE,USD,Southern Company,USA,US8425871071
SOBR,NASDAQ,USD,Sobr Safe Inc,USA,US8335922071
SOFI,NASDAQ,USD,SoFi Technologies Inc.,USA,US83406F1021
SOFO,NASDAQ,USD,Sonic Foundry Inc,USA,US83545R2076
SOHO,NASDAQ,USD,Sotherly Hotels Inc,USA,US83600C1036
SOHOB,NASDAQ,USD,Sotherly Hotels Inc Series B Pref,USA,US83600C3016
SOHON,NASDAQ,USD,Sotherly Hotels Inc PR,USA,US83600C5094
SOHOO,NASDAQ,USD,Sotherly Hotels Inc Pref,USA,US83600C4006
SOHU,NASDAQ,USD,Sohu.Com Inc,USA,US83410S1087
SOI,NYSE,USD,Solaris Oilfield Infrastructure Inc,USA,US83418M1036
SOJC,NYSE,USD,Southern Co,USA,US8425874042
SOJD,NYSE,USD,Southern Co,USA,US8425878001
SOJE,NYSE,USD,SOJE,USA,
SOL,NYSE,USD,ReneSola Ltd,USA,US75971T3014
SOLO,NASDAQ,USD,Electrameccanica Vehicles Corp,USA,CA2848492054
SON,NYSE,USD,Sonoco Products Company,USA,US8354951027
SOND,NASDAQ,USD,Sonder Holdings Inc,USA,US83542D1028
SONDW,NASDAQ,USD,Sonder Holdings Inc,USA,
SONM,NASDAQ,USD,Sonim Technologies Inc,USA,US83548F2002
SONN,NASDAQ,USD,Sonnet Biotherapeutics Holdings Inc,USA,US83548R1059
SONO,NASDAQ,USD,Sonos Inc,USA,US83570H1086
SONX,NYSE,USD,Sonendo Inc,USA,US8354311073
SONY,NYSE,USD,Sony Group Corp,USA,US8356993076
SOPA,NASDAQ,USD,Society Pass Inc,USA,US83370P1021
SOPH,NASDAQ,USD,Sophia Genetics SA,USA,CH1125843347
SOS,NYSE,USD,SOS Limited,USA,US83587W1062
SOTK,NASDAQ,USD,Sono-Tek Corp,USA,US8354831088
SOUN,NASDAQ,USD,SoundHound AI Inc,USA,US8361001071
SOUNW,NASDAQ,USD,SoundHound AI Inc.,USA,
SOVO,NASDAQ,USD,Sovos Brands Inc,USA,US84612U1079
SP,NASDAQ,USD,SP Plus Corp,USA,US78469C1036
SPB,NYSE,USD,Spectrum Brands Holdings Inc,USA,US84790A1051
SPCB,NASDAQ,USD,Supercom Ltd,USA,IL0010830961
SPCE,NYSE,USD,Virgin Galactic Holdings Inc,USA,US92766K1060
SPFI,NASDAQ,USD,South Plains Financial Inc,USA,US83946P1075
SPG,NYSE,USD,Simon Property Group Inc,USA,US8288061091
SPGI,NYSE,USD,S&P Global Inc,USA,US78409V1044
SPH,NYSE,USD,Suburban Propane Partners LP,USA,US8644821048
SPHR,NYSE,USD,Sphere Entertainment Co.,USA,
SPI,NASDAQ,USD,SPI Energy Co Ltd,USA,KYG8651P1101
SPIR,NYSE,USD,Spire Global Inc,USA,US8485601087
SPLK,NASDAQ,USD,Splunk Inc,USA,US8486371045
SPLP,NYSE,USD,Steel Partners Holdings LP,USA,US85814R1077
SPNS,NASDAQ,USD,Sapiens International Corporation NV,USA,KYG7T16G1039
SPNT,NYSE,USD,Siriuspoint Ltd,USA,BMG8192H1060
SPOK,NASDAQ,USD,Spok Holdings Inc,USA,US84863T1060
SPOT,NYSE,USD,Spotify Technology SA,USA,LU1778762911
SPPL,NASDAQ,USD,SIMPPLE LTD. Ordinary Shares,USA,
SPR,NYSE,USD,Spirit Aerosystems Holdings Inc,USA,US8485741099
SPRB,NASDAQ,USD,Spruce Biosciences Inc,USA,US85209E1091
SPRC,NASDAQ,USD,Scisparc Ltd,USA,IL0010951403
SPRO,NASDAQ,USD,Spero Therapeutics Inc,USA,US84833T1034
SPRU,NYSE,USD,Spruce Power Holding Corp,USA,
SPRY,NASDAQ,USD,Silverback Therapeutics Inc,USA,
SPSC,NASDAQ,USD,SPS Commerce Inc,USA,US78463M1071
SPT,NASDAQ,USD,Sprout Social Inc,USA,US85209W1099
SPTN,NASDAQ,USD,SpartanNash Co,USA,US8472151005
SPWH,NASDAQ,USD,Sportsmans,USA,US84920Y1064
SPWR,NASDAQ,USD,SunPower Corporation,USA,US8676524064
SPXC,NYSE,USD,SPX Corp,USA,US78473E1038
SQ,NYSE,USD,Block Inc,USA,US8522341036
SQFT,NASDAQ,USD,Presidio Property Trust,USA,US74102L3033
SQFTP,NASDAQ,USD,Presidio Property Trust Inc Preferred Series D,USA,US74102L4023
SQFTW,NASDAQ,USD,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,USA,
SQL,NASDAQ,USD,SeqLL Inc,USA,US81734C1062
SQLLW,NASDAQ,USD,SeqLL Inc. Warrant,USA,
SQM,NYSE,USD,Sociedad Quimica y Minera de Chile SA ADR B,USA,US8336351056
SQNS,NYSE,USD,Sequans Communications SA,USA,US8173232070
SQSP,NYSE,USD,Squarespace Inc,USA,US85225A1079
SR,NYSE,USD,Spire Inc,USA,US84857L1017
SRAD,NASDAQ,USD,Sportradar Group AG,USA,CH1134239669
SRAX,NASDAQ,USD,SRAX Inc,USA,US78472M1062
SRC,NYSE,USD,Spirit Realty Capital Inc,USA,US84860W3007
SRCE,NASDAQ,USD,1st Source Corporation,USA,US3369011032
SRCL,NASDAQ,USD,Stericycle Inc,USA,US8589121081
SRDX,NASDAQ,USD,SurModics Inc,USA,US8688731004
SRE,NYSE,USD,Sempra Energy,USA,US8168511090
SREA,NYSE,USD,DBA Sempra 5.750% Junior Subordinated Notes due 2079,USA,US8168516040
SRFM,NYSE,USD,Surf Air Mobility Inc.,USA,
SRG,NYSE,USD,Seritage Growth Properties,USA,US81752R1005
SRI,NYSE,USD,Stoneridge Inc,USA,US86183P1021
SRL,NYSE,USD,Scully Royalty Ltd,USA,KYG7T96K1077
SRPT,NASDAQ,USD,Sarepta Therapeutics Inc,USA,US8036071004
SRRK,NASDAQ,USD,Scholar Rock Holding Corp,USA,US80706P1030
SRT,NYSE,USD,StarTek Inc,USA,US85569C1071
SRTS,NASDAQ,USD,Sensus Healthcare Inc,USA,US81728J1097
SRZN,NASDAQ,USD,Surrozen Inc,USA,US86889P1093
SRZNW,NASDAQ,USD,Surrozen Inc. Warrant,USA,
SSB,NASDAQ,USD,South State Corp,USA,US8404411097
SSBI,NASDAQ,USD,Summit State Bank,USA,US8662642037
SSBK,NASDAQ,USD,Southern States Bancshares Inc,USA,US8438783073
SSD,NYSE,USD,Simpson Manufacturing Company Inc,USA,US8290731053
SSIC,NASDAQ,USD,Silver Spike Investment Corp,USA,US8281741020
SSKN,NASDAQ,USD,STRATA Skin Sciences Inc,USA,US86272A2069
SSL,NYSE,USD,Sasol Ltd,USA,US8038663006
SSNC,NASDAQ,USD,SS&C Technologies Holdings Inc,USA,US78467J1007
SSNT,NASDAQ,USD,SilverSun Technologies Inc,USA,US82846H2076
SSP,NASDAQ,USD,E. W. Scripps Co Class A,USA,US8110544025
SSRM,NASDAQ,USD,SSR Mining Inc,USA,CA7847301032
SSSS,NASDAQ,USD,SuRo Capital Corp,USA,US86887Q1094
SSSSL,NASDAQ,USD,SuRo Capital Corp. 6.00% Notes due 2026,USA,
SST,NYSE,USD,System1 Inc,USA,US87200P1093
SSTI,NASDAQ,USD,Shotspotter Inc,USA,US82536T1079
SSTK,NYSE,USD,Shutterstock,USA,US8256901005
SSU,NYSE,USD,SIGNA Sports United BV,USA,NL0015000LX8
SSY,NYSE MKT,USD,SunLink Health Systems Inc,USA,US86737U1025
SSYS,NASDAQ,USD,Stratasys Ltd,USA,IL0011267213
ST,NYSE,USD,Sensata Technologies Holding NV,USA,GB00BFMBMT84
STAA,NASDAQ,USD,STAAR Surgical Company,USA,US8523123052
STAF,NASDAQ,USD,Staffing 360 Solutions Inc,USA,US8523875057
STAG,NYSE,USD,STAG Industrial Inc,USA,US85254J1025
STBA,NASDAQ,USD,S&T Bancorp Inc,USA,US7838591011
STBX,NASDAQ,USD,Starbox Group Holdings Ltd. Ordinary Shares,USA,
STC,NYSE,USD,Stewart Information Services Corp,USA,US8603721015
STCN,NASDAQ,USD,Steel Connect Inc,USA,US8580981061
STE,NYSE,USD,STERIS plc,USA,IE00BFY8C754
STEL,NYSE,USD,Stellar Bancorp Inc.,USA,
STEM,NYSE,USD,Stem Inc,USA,US85859N1028
STEP,NASDAQ,USD,Stepstone Group Inc,USA,US85914M1071
STER,NASDAQ,USD,Sterling Check Corp,USA,US85917T1097
STEW,NYSE,USD,SRH Total Return Fund Inc.,USA,US1015071012
STG,NYSE,USD,Sunlands Technology Group,USA,US86740P2074
STGW,NASDAQ,USD,Stagwell Inc,USA,US85256A1097
STHO,NASDAQ,USD,Star Holdings,USA,
STIM,NASDAQ,USD,Neuronetics Inc,USA,US64131A1051
STIX,NASDAQ,USD,Semantix Inc.,USA,
STIXW,NASDAQ,USD,Semantix Inc.,USA,
STKH,NASDAQ,USD,Steakholder Foods Ltd,USA,
STKL,NASDAQ,USD,SunOpta Inc.,USA,CA8676EP1086
STKS,NASDAQ,USD,One Group Hospitality Inc,USA,US88338K1034
STLA,NYSE,USD,Stellantis NV,USA,NL00150001Q9
STLD,NASDAQ,USD,Steel Dynamics Inc,USA,US8581191009
STM,NYSE,USD,STMicroelectronics NV ADR,USA,US8610121027
STN,NYSE,USD,Stantec Inc,USA,CA85472N1096
STNE,NASDAQ,USD,StoneCo Ltd,USA,KYG851581069
STNG,NYSE,USD,Scorpio Tankers Inc,USA,MHY7542C1306
STOK,NASDAQ,USD,Stoke Therapeutics Inc,USA,US86150R1077
STR,NYSE,USD,Sitio Royalties Corp.,USA,US82982V1017
STRA,NASDAQ,USD,Strategic Education Inc,USA,US86272C1036
STRC,NASDAQ,USD,Sarcos Technology and Robotics,USA,US80359A1060
STRCW,NASDAQ,USD,Sarcos Technology and Robotics Corporation Warrants,USA,
STRL,NASDAQ,USD,Sterling Construction Company Inc,USA,US8592411016
STRM,NASDAQ,USD,Streamline Health Solutions Inc,USA,US86323X1063
STRO,NASDAQ,USD,Sutro Biopharma,USA,US8693671021
STRR,NASDAQ,USD,Star Equity Holdings Inc,USA,US85513Q1031
STRRP,NASDAQ,USD,Star Equity Holdings Prf,USA,US85513Q2021
STRS,NASDAQ,USD,Stratus Properties Inc,USA,US8631672016
STRT,NASDAQ,USD,Strattec Security Corporation,USA,US8631111007
STRW,NYSE MKT,USD,Strawberry Fields REIT LLC,USA,
STSS,NASDAQ,USD,Sharps Technology Inc,USA,US82003F1012
STSSW,NASDAQ,USD,Sharps Technology Inc. Warrant,USA,
STT,NYSE,USD,State Street Corp,USA,US8574771031
STTK,NASDAQ,USD,Shattuck Labs Inc,USA,US82024L1035
STVN,NYSE,USD,Stevanato Group SpA,USA,IT0005452658
STWD,NYSE,USD,Starwood Property Trust Inc,USA,US85571B1052
STX,NASDAQ,USD,Seagate Technology PLC,USA,IE00BKVD2N49
STXS,NYSE MKT,USD,Stereotaxis Inc,USA,US85916J4094
STZ,NYSE,USD,Constellation Brands Inc Class A,USA,US21036P1084
SU,NYSE,USD,Suncor Energy Inc,USA,CA8672241079
SUAC,NYSE,USD,ShoulderUP Technology Acquisition Corp,USA,US82537G1040
SUI,NYSE,USD,Sun Communities Inc,USA,US8666741041
SUM,NYSE,USD,Summit Materials Inc,USA,US86614U1007
SUN,NYSE,USD,Sunoco LP,USA,US86765K1097
SUNL,NYSE,USD,Sunlight Financial Holdings Inc,USA,US86738J1060
SUNW,NASDAQ,USD,Sunworks Inc,USA,US86803X2045
SUP,NYSE,USD,Superior Industries International,USA,US8681681057
SUPN,NASDAQ,USD,Supernus Pharmaceuticals Inc,USA,US8684591089
SUPV,NYSE,USD,Grupo Supervielle SA,USA,US40054A1088
SURF,NASDAQ,USD,Surface Oncology Inc,USA,US86877M2098
SURG,NASDAQ,USD,Surgepays Inc,USA,US86882L2043
SURGW,NASDAQ,USD,SurgePays Inc. Warrant,USA,
SUZ,NYSE,USD,Suzano Papel e Celulose SA ADR,USA,US86959K1051
SVC,NASDAQ,USD,Service Properties Trust,USA,US81761L1026
SVFD,NASDAQ,USD,Save Foods Inc,USA,US80512Q3039
SVII,NASDAQ,USD,Spring Valley Acquisition Corp. II Class A Ordinary Shares,USA,
SVIIR,NASDAQ,USD,Spring Valley Acquisition Corp. II Rights,USA,
SVIIW,NASDAQ,USD,Spring Valley Acquisition Corp. II Warrant,USA,
SVM,NYSE MKT,USD,Silvercorp Metals Inc,USA,CA82835P1036
SVRA,NASDAQ,USD,Savara Inc,USA,US8051111016
SVRE,NASDAQ,USD,SaverOne 2014 Ltd. American Depositary Shares,USA,US80516T1051
SVREW,NASDAQ,USD,SaverOne 2014 Ltd. Warrant,USA,
SVT,NYSE MKT,USD,Servotronics Inc,USA,US8177321002
SVV,NYSE,USD,Savers Value Village Inc.,USA,
SWAG,NASDAQ,USD,Software Acquisition Group III Inc,USA,US83407J1034
SWAGW,NASDAQ,USD,Software Acquisition Group Inc. III Warrant,USA,
SWAV,NASDAQ,USD,Shockwave Medical Inc,USA,US82489T1043
SWBI,NASDAQ,USD,Smith & Wesson Brands Inc,USA,US8317541063
SWI,NYSE,USD,SolarWinds Corp,USA,US83417Q2049
SWIM,NASDAQ,USD,Latham Group Inc,USA,US51819L1070
SWK,NYSE,USD,Stanley Black & Decker Inc,USA,US8545021011
SWKH,NASDAQ,USD,SWK Holdings Corp,USA,US78501P2039
SWKS,NASDAQ,USD,Skyworks Solutions Inc,USA,US83088M1027
SWN,NYSE,USD,Southwestern Energy Company,USA,US8454671095
SWSS,NASDAQ,USD,Springwater Special Situations Corp,USA,US85205U1079
SWSSW,NASDAQ,USD,Springwater Special Situations Corp. Warrant,USA,
SWTX,NASDAQ,USD,SpringWorks Therapeutics Inc,USA,US85205L1070
SWVL,NASDAQ,USD,Swvl Holdings Corp,USA,VGG863021090
SWVLW,NASDAQ,USD,Swvl Holdings Corp Warrant,USA,
SWX,NYSE,USD,Southwest Gas Holdings Inc,USA,US8448951025
SXC,NYSE,USD,SunCoke Energy Inc,USA,US86722A1034
SXI,NYSE,USD,Standex International Corporation,USA,US8542311076
SXT,NYSE,USD,Sensient Technologies Corporation,USA,US81725T1007
SXTC,NASDAQ,USD,China SXT Pharmaceuticals Inc,USA,VGG2161P1320
SXTP,NASDAQ,USD,60 Degrees Pharmaceuticals Inc. Common Stock,USA,
SXTPW,NASDAQ,USD,60 Degrees Pharmaceuticals Inc. Warrant,USA,
SY,NASDAQ,USD,So-Young International Inc,USA,US83356Q1085
SYBT,NASDAQ,USD,Stock Yards Bancorp Inc,USA,US8610251048
SYBX,NASDAQ,USD,Synlogic Inc,USA,US87166L1008
SYF,NYSE,USD,Synchrony Financial,USA,US87165B1035
SYK,NYSE,USD,Stryker Corporation,USA,US8636671013
SYM,NASDAQ,USD,Symbotic Inc,USA,US87151X1019
SYNA,NASDAQ,USD,Synaptics Incorporated,USA,US87157D1090
SYNH,NASDAQ,USD,INC Research Holdings Inc,USA,US87166B1026
SYPR,NASDAQ,USD,Sypris Solutions Inc,USA,US8716551069
SYRS,NASDAQ,USD,Syros Pharmaceuticals Inc,USA,US87184Q1076
SYT,NASDAQ,USD,SYLA Technologies Co. Ltd. American Depositary Shares,USA,
SYTA,NASDAQ,USD,Siyata Mobile Inc,USA,CA83013Q5095
SYTAW,NASDAQ,USD,Siyata Mobile Inc,USA,CA83013Q1524
SYY,NYSE,USD,Sysco Corporation,USA,US8718291078
SZZL,NASDAQ,USD,Sizzle Acquisition Corp,USA,US83014E1091
SZZLW,NASDAQ,USD,Sizzle Acquisition Corp. Warrant,USA,
T,NYSE,USD,AT&T Inc,USA,US00206R1023
TAC,NYSE,USD,TransAlta Corp,USA,CA89346D1078
TACT,NASDAQ,USD,TransAct Technologies Incorporated,USA,US8929181035
TAIT,NASDAQ,USD,Taitron Components Incorporated,USA,US8740281030
TAK,NYSE,USD,Takeda Pharmaceutical Co Ltd ADR,USA,US8740602052
TAL,NYSE,USD,TAL Education Group,USA,US8740801043
TALK,NASDAQ,USD,Talkspace Inc,USA,US87427V1035
TALKW,NASDAQ,USD,Talkspace Inc,USA,
TALO,NYSE,USD,Talos Energy,USA,US87484T1088
TALS,NASDAQ,USD,Talaris Therapeutics Inc,USA,US87410C1045
TANH,NASDAQ,USD,Tantech Holdings Ltd,USA,VGG8675X1235
TAOP,NASDAQ,USD,Taoping Inc,USA,VGG8675V1195
TAP,NYSE,USD,Molson Coors Brewing Co Class B,USA,US60871R2094
TAP-A,NYSE,USD,Molson Coors Beverage Company,USA,US60871R1005
TARA,NASDAQ,USD,Protara Therapeutics Inc,USA,US74365U1079
TARO,NYSE,USD,Taro Pharmaceutical Industries Ltd,USA,IL0010827181
TARS,NASDAQ,USD,Tarsus Pharmaceuticals Inc,USA,US87650L1035
TASK,NASDAQ,USD,Taskus Inc,USA,US87652V1098
TAST,NASDAQ,USD,Carrols Restaurant Group Inc,USA,US14574X1046
TATT,NASDAQ,USD,Tat Techno,USA,IL0010827264
TAYD,NASDAQ,USD,Taylor Devices Inc,USA,US8771631053
TBB,NYSE,USD,AT&T Inc,USA,US00206R3003
TBBK,NASDAQ,USD,The Bancorp Inc,USA,US05969A1051
TBC,NYSE,USD,AT&T Inc ELKS,USA,US00206R4092
TBCP,NASDAQ,USD,Thunder Bridge Capital Partners III Inc,USA,US88605T1007
TBCPU,NASDAQ,USD,Thunder Bridge Capital Partners III Inc,USA,US88605T2096
TBCPW,NASDAQ,USD,Thunder Bridge Capital Partners III Inc,USA,
TBI,NYSE,USD,TrueBlue Inc,USA,US89785X1019
TBIO,NASDAQ,USD,Telesis Bio Inc.,USA,
TBLA,NASDAQ,USD,Taboola,USA,IL0011754137
TBLAW,NASDAQ,USD,Taboola.com Ltd. Warrant,USA,
TBLD,NASDAQ,USD,Thornburg Income Builder Opportunities Trust Common Stock,USA,
TBLT,NASDAQ,USD,Toughbuilt Industries Inc,USA,US89157G8841
TBLTW,NASDAQ,USD,ToughBuilt Industries Inc. WT EXP 110923,USA,
TBMC,NASDAQ,USD,Trailblazer Merger Corporation I Class A Common Stock,USA,
TBMCR,NASDAQ,USD,Trailblazer Merger Corporation I Rights,USA,
TBNK,NASDAQ,USD,Territorial Bancorp Inc,USA,US88145X1081
TBPH,NASDAQ,USD,Theravance Biopharma Inc,USA,KYG8807B1068
TC,NASDAQ,USD,TuanChe ADR,USA,US89856T2033
TCBC,NASDAQ,USD,TC Bancshares Inc,USA,US87224V1089
TCBI,NASDAQ,USD,Texas Capital Bancshares Inc,USA,US88224Q1076
TCBIO,NASDAQ,USD,Texas Capital Bancshares Inc,USA,
TCBK,NASDAQ,USD,TriCo Bancshares,USA,US8960951064
TCBP,NASDAQ,USD,TC BioPharm Holdings PLC,USA,US87807D1037
TCBPW,NASDAQ,USD,TC BioPharm (Holdings) plc Warrants,USA,
TCBS,NASDAQ,USD,Texas Community Bancshares Inc,USA,US88231Q1085
TCBX,NASDAQ,USD,Third Coast Bancshares Inc,USA,US88422P1093
TCI,NYSE,USD,Transcontinental Realty Investors,USA,US8936172092
TCJH,NASDAQ,USD,Top KingWin Ltd Class A Ordinary Shares,USA,
TCMD,NASDAQ,USD,Tactile Systems Technology Inc,USA,US87357P1003
TCN,NYSE,USD,Tricon Capital Group Inc,USA,CA89612W1023
TCOA,NYSE,USD,Trajectory Alpha Acquisition Corp,USA,US89301B1044
TCOM,NASDAQ,USD,Trip.com Group Ltd ADR,USA,US89677Q1076
